doc_id,title,text
0150.a2,We should not eat our friends.,"To realise something can be very difficult. Especially when it forces people to change the way they are living. It is hard when we decide not to eat our friends. But it is the only right decision and I am going to explain why. I have been a vegetarian for almost two years. I can say I am doing it for many reasons. First of all I am a vegetarian for my own sake. It is not good for our health to eat too much meat. Meat contains a lot of fat, which makes it easier to get a heartcondition. Secondly I am a vegetarian because I care about the environment. Cattlefood needs strong artificial manuring. Because of that discharge from factories with animals destroys the subsoilwater and the soil. I am also a vegetarian because it is a waste of the world's resources to eat meat. A space of land used to produce vegetables can feed at least ten times as many people as if we give the vegetables to the animals and then eat them. All these arguments are good ones, especially the last one in this time of overpopulation. But it is all about becoming a vegetarian for reasons that in the end, in one way or another, affect us. The most obvious reason for becoming a vegetarian is one people tend to ignore. It is a truth so obvious it is hard to see. We can not eat our friends. Not because it is not good for our health, bad for the environment or a waste of land, but simply because it is wrong. Through being a vegetarian we do not participate in killing other creatures for our sake and we also repudiate the horrible conditions most animals live in, in our factories with animals today. A life of an animal brought up for the meatindustry today can not possibly be a life worth living. Most of them live their whole lives in very small areas. They are not able to go outside or hardly even turn around in their cages. When it is time to kill them it is often made in a brutal way to produce meat as cheap possible. People often argue that it is our right to treat animals however we like since we are the most intelligent creatures on earth. But does this give us the right to violate and exploit the animals? I have a lot of times been asked what good me being a vegetarian is going to do when almost everyone else eats meat. But we have to start somewhere and more and more people mostly young ones, are starting to eat vegetarian-food. The more people who give up eating meat the fewer animals need to suffer. Another argument often heard is that animals do not have feelings. A foreign filosopher once said, ""the question is not whether they can think, but can they suffer"". The point is that we know animals can suffer. Everyone who has seen a calf part from its mother knows it feels grief. He who sees it knows it. If people were forced to kill the animals on there own and see their suffering to be able to eat meat, I think a lot of us would resist it. But as it is today it is very easy to go into a stoor and by a package of meat without having to reflect on what it is we are really eating. We do not have to see the pain in the eyes of the animals we are going to eat and we do not have to know about the conditions they have been living in if we do not want to. Since we humanbeings can live good lives without eating meat, I can not see other reasons than selfish ones for us continuing to do so. There are no more questions to be asked. Our superior intelligence does not give us the right to make other creatures suffer. Not if we don't have to and we don't. It is the opposite - we need to let them be."
0155.a2,More physical education at school,"Everybody knows that children are restless creatures. When they play their games it is often in a lively manner - they love to run, to jump and to chase each other. When children start school though, they enter a sedentary world in which they will have to spend a lot of time for many years. For a number of reasons, I would like to emphasise the need for more physical education at the schools today. In the last few years this subject has been cut down in the lowest grades as well as in upper secondary school. My main arguments will show that we have to look at this subject in a wider perspective. In the first place, physical exercise make learning in other subjects easier. Secondly, we have to reach the children already at school, to give them a life-long interest for exercising - this for the public health. If we give children more physical exercise at school, this would not ""only"" improve their health - it would also support their learning in other subjects. Especially younger children need to develop their motor functions. If they get control over their body they will more easily learn skills as reading, writing and mathematics. This way to improve other skills is also efficient, because the children will have fun and get self-confidence, instead of maybe losing it in the classroom. Still many pupils have performance anxiety and feel bad during the sport lessons, you may say. But this is because the subject is based on too much competition and performance. I would like to see more exercising that is based on children's needs and more exercising at school in general. Furthermore children become more alert and can more easily concentrate if they get some exercise. For how long time during a lesson are the pupils really concentrating on their work? Exercising during other lessons than sports could just be the ability for pupils to move around in the classroom. To lighten up the ordinary lessons with more creative work as field studies for example, is a good way to get the children more interested and more eager to learn. To say that children have recesses when they can play may be right, but how much they exercise then vary from child to child, and when they get older they do not exercise much during the recesses. The recesses are also not ""real school"", because then you are sitting at your desk and have to do as the teacher says. In ""real school"" we need more exercising for children. This would improve their learning ability and make the school more creative and fun. My second main argument is that the children of today need more exercising to become healthier and stronger and to feel better in mind and body. Their interests in the spare time have more and more turned into physical inactive activities. Many kids spend many hours a day in front of the television or the computer. Children have also been putting on weight and many are lacking in concentration at school. Some are totally inactive outside school. Therefore we need more physical education at school - to get a lasting interest for exercising and knowledge about a healthier way of life. In the long run people would get healthier and simply feel better and the State would save money on the medical service. Finally, physical education is socially healthy. Athletics and physical exercises make people come together as a team or as a group and they have hopefully fun together and co-operate. Most children also think that physical education is fun. My conclusion is that we have a lot to win if we add more physical education to the curriculum. It is evident that the rising generation would need more exercise as their way of life has changed during the last decades - children sit still too much when they actually need to be out in the fresh air and play. We need new thinking at the schools today and a more creative way of learning. More physical exercise would in the long run make the pupils healthier and more alert, and their learning ability and self-confidence would improve."
0156.a2,The DNA research must be regulated,"At this very moment scientists, all over the world, are struggling to chart the entire human DNA, in a project called HUGO. They hope that they, through this, will find cure to all genetic deceases. At the same time other scientists are trying to clone animals, because it would benefit the animal breeding if the best animals could be copied over and over again, and other scientists are manipulating crops. The DNA researchers maintain that this is completely harmless and nothing to worry about. But is this true? Should we believe them and let them do their work without interference? There are, of course, advantages in DNA research, especially in the field of medicine. Many severe deceases could probably be avoided or treated with new medicines or methods that could be found with the help of DNA research. Already today many women who are in greater risk of getting breast cancer can have a DNA test to find out how big the risk is of catching the decease, and whether they should remove their breasts or not. This is good, but still there is some very serious dangers about our use of the DNA that we have to pay attention to. One hazard is the DNA manipulation of crops. The DNA of the crops are manipulated to make the plants get extra big or to make them stand powerful insecticides and weed-killers. This brings on a lot of extra insecticides and weed-killers in the fields, which has a negative effect on the enviroment. But that is not all. All DNA in plants and animals mutate to adjust them to their enviroment. This is a very slow process, but nobody knows what happens with a manipulated gen that mutates. Will it result in an even more powerful plant that out grow other plants and threaten the multiplicity of nature? That is a frightening thought, but it is not unlikely that it happens, since all living things through mutation strive to survive better. Another kind of DNA manipulation is the new phenomenon cloning. Not long ago the first example of a DNA manipulated sheep was shown to the world. It was Molly, an exact duplicate of another sheep. This was a revolution in animal breeding, since it made possible to copy one induvidual's DNA and use it to create another individual with the exact same qualities as the first one. Now it will be possible to use the most profitable animals over and over again, which, of course, will benefit the farmers. But if we only use cloned animals, there will only be a few unique DNA-cromosomes among hundreds of animals, and that will make in-breed very likely. That will not be a problem if we steralise all animals and just produce more of them through cloning, but that would not be ethically right. We should not pretend that we are some kind of Gods. If we also start to clone people, the situation gets absurd. And it gets even worse if we, in the future, not just clone people, but also replace the genes that we do not want with better ones. Then we might get a society where only people with certain, well adjusted genes are accepted to universities, and where employers check your DNA before they deside whether or not they will hire you. That would be a society where your future would almost be determined before you were even born. The conclusion of all this is, that if we do not have a world-wide ethical discussion about DNA, and if we do not get to the conclusion that the use of DNA and its information has to be strictly regulated, we will face a dark future."
0157.a2,"Corridor or apartment, which is best?","In May last year I moved into a student-corridor in Flogsta here in Uppsala after having lived in an apartment for about four months. It was quite a big apartment and I had shared it with a friend. I was used to having a big kitchen and a big living-room for just the two of us, and the possibility to invite lots of friends. Living in a corridor meant big changes for me. I would have to share kitchen and living-room with eleven people I didn't know from the beginning. If I was unlucky I would get neighbours who stole my food from the refrigerator or used my kitchen-tools. Now I've lived there for almost a year, and ny now I know that I actually prefer to live like this. It suits me perfectly, at least for the moment I would not like to go back to living in an apartment, and now I'm going to tell you why. If you live in a corridor with people you like, it's almost like getting a new, big family. There is always someone to talk to, if you're feeling lonely you can just go to the kitchen and if there's nobody there right at the moment, they will soon come. And if you feel that you want to be alone, you can go to your room and close the door. You have a choice that you wouldn't have if you lived alone in an apartment. I know I wouldn't be able to live in an apartment of my own right now. I would just sit staring out the window and feel lonely and miserable. But in the corridor I've always got some members of my ""family"" who wants to talk to me. Of course, I would probably study more if I wasn't tempted to spend so much time in the kitchen, but onthe other hand, if I felt sad and lonely I wouldn't get that much done either. What could be a problem, though, is that the people with whom you live know everything about you. They know when you leave and when you come home, and if you come home alone. There is much gossip in a place like that. I think veerybody ought to try living this way at some time in their lives. You learn a lot about how to get along with other people. For me, this is especielly important, since I'm an only child and 'm not used to having to compromise with brothers and sisters all the time. Now I learn to take my responsibility in another way, for example, I have to clena the kitchen every time I've used it, I can't just leave my dirty plate in the sink, because I know how irritating it is when the others do that. If I lived by myself, I wouldn't care that much, because it would only be my own dirty kitchen and nobody would tell me to clean up. Another thing you learn is of course to share things, and that makes it even more important to wash the dirty saucepans and plates, since someone else will want to use them. The way I see it, this kind of living is very good. I've already mentioned the main arguments, but there are of course others as well. If you forget to buy something there is always somebody in the corridor from whom you can borrow it. Or if you are ill and can't get out of bed, the others can take care of you and go shopping for you. If you live by yourself there is a risk that you can't get anything to eat for days if you're too ill to go out. I feel that I know quite well what I'm talking about when I say that everybody should live with other people like this for a period in their lives, because I've lived both in a corridor and in a shared apartment, and, before that, all by myself in a very small room when I studied in Paris. I don't think I can find a better way of living at this period in my life. I know that I need to be close to other people, or I would be depressed and lonely. I've learned a lot"
0158.a2,Let's sleep!,"Some people can be perfectly satisfied with getting only six hours of sleep per night. These people often seem to be feeling good and awake. This, however, surely isn't the case. I believe that when you need a cup of coffee to stay alive or have to pinch yourself to keep your eyes from closing in the middle of a good movie, you're in serious trouble. There are a number of reasons as to why I myself almost always go to bed around ten o'clock in the evening when I know that I have to get up early the next morning. Some of my friends used to have trouble understanding how this habit could make a difference in a person's life. I at the same time didn't really know how to explain it to them until I came across a study that had been done in America. This study showed that a big part of the American population doesn't get enough sleep. This means that most of the American men and women don't spend more than six hours in bed, when they according to this study should be asleep for at least ten hours per night. This is in order to keep away from becoming some kind of zombie who put other people's lives at risk. To me this idea of improving the quality of your own life makes perfect sense. Probably you'll feel the same way after you've read my reasons as to why we all should sleep a whole lot more than we do today. I claim that people who ignore their need of sleep are in fact lethal. This is because when someone is tired and suffers from insomnia there are certain things that this person shouldn't be doing, like driving a car or be responsible for medication and children. Still, this is exactly what's going on everywhere around you all the time. To illustrate this I'll give an example of what could happen on a normal day, around the time when the sun rises. At this time of day it would be possible to spot a little red car on the road. Let's say that a young nurse, who has just left the hospital, where she has worked all night, drives this car. When she arrives home she wonders who on earth drove the car, because she can't remember doing it herself. This is dangerous. Now you'd wish for her to just get into bed and let her body recover from all the stress that's been put on her. But what does she do? Well, since her husband is still asleep, she has to take their two-year-old baby the day care centre before she can relax. So she changes the baby-boy's diaper, put clothes on him and then carries him to the car. During the ride to the day care centre the boy doesn't really make a lot of noises, since he too is quite tired. Perhaps this is why his mother forgets all about his existence as she drives the car. Arriving at the end of their journey, the mother walks into the nursery school while her baby is still sitting in the car. Of course she remembers him a few minutes later, bur isn't this dangerous? Still she's not alarmed at all and so she gets into the car once again to drive home. Although this story is fiction it could happen and it probably does happen all the time in real life. Except for the fact that sleep-deprivation is very much deadly it also causes trouble in relations between people. I believe that if everybody slept as much as they should we would have a happier society all over the world. Everybody knows that you get cranky when you haven't slept enough and naturally this has to affect the people around you as well. We would probably have a lot less divorces than we do now if everybody took responsibility for their own sleeping-habits. Not only would we feel much safer, but also instead of looking like gloomy skeletons, we would all be sleeping beauties."
0159.a2,Shorter Business Hours for Shops!,"Today it is possible to go shopping in Sweden at practically any hour of the day. The opening hours of the shops are getting longer and longer. Many people see this as a positive development, because it is just about always possible to purchase what one needs. But while looking a bit further into what the results of this really are, one finds several reasons to change the situation back to how it used to be. Sweden would gain from this, not only economically but also when it comes to the well-being of the people; those working in the shops as well as those shopping. The economical aspect is of course an important one, which affects all of us. When the shops are open longer, people get used to buy what they need at different hours of the day and therefore spread their shopping over a longer period of time. But they do not necessarily buy much more. While comparing two chain stores belonging to the same chain of shops, but with different opening hours, it is naturally often found that the total turnover is higher in the one with the longer opening hours. This does not mean that it is the more profitable of the two, however. Actually the stores with the shorter opening hours are often more profitable. They have higher average turnover, in comparison to the working-hours. While it does not pay off to have longer business hours many stores lose money this way today. The customers spread their shopping for a longer period and shop assistants must be paid for a longer time, often with unsocial hours bonuses. This means that in the long run the prices will have to rise. As mentioned above this development makes the conditions hard for many store owners and other people working in the shops. In many areas (for example shopping malls) the stores must be open at determined hours. In Uppsala, for example, the opening hours in the city is 10 a.m.- 7 p.m. on Monday to Friday. On Saturdays it is 10 a.m. - 4 p.m., except for one Saturday a month (called ""långlördag""), when the shops stay open until 5 p.m. And as if this was not enough it was recently decided that the shops situated in town should be open one Sunday a month between noon and 4 p.m. For smaller shops, whose owners might not afford to hire more personnel, this is almost impossible to manage. In some cases the shop keepers themselves might be the only shop assistants. The result is often that the store owners have to work inhumanly long hours. Some supermarkets and grocery stores have even longer opening hours and are often open on Sundays. For those who work in retailing, and that is quite a lot of people, this means odd and uncomfortable working-hours, and it is more and more common that couples have to work at totally different hours. Naturally our whole society is changed by these new, longer opening hours. People are getting used to go shopping in a new way. Mainly this has meant that they go shopping later in the evening on workdays and in the afternoon on Saturdays. Another thing is that many families seems to think that to go shopping is the perfect family pleasure on a Sunday. It seems to have replaced many other activities, which might be more valuable to do together. Instead of taking a walk in the woods, playing a family game, or going skiing people take their children shopping. This is a very sad thing to see. There is a purpose with a common free day. One day every week most people should be able to stay home from work to spend time with their close ones in a way more worthwhile than that. Life in our time is hectic enough as it is. The expansion of the opening hours have meant different things for different people. It has changed the way of living for many of us, often negatively. But this is not at all how it has to be. Society most certainly managed well before, and it is very seldom that one really must shop on a Sunday. Of course it feels nice to know that it is possible to do so almost whenever one wants, but while weighing the pros and cons, it is clear that we should go back to the way it used to be."
0161.a2,Why Sweden need a state-controlled company for the sale of alcoholic beverages,"Systembolaget AB has got a monopoly of selling wine, liquor and strong beer in Sweden. No one else is allowed to provide this service. According to the law governing the sale of alcoholic beverages, wine, liquor or strong beer may not be sold or made available to persons under the age of twenty. Systembolaget AB is a state-controlled company founded in 1954. Today it has about 400 shops throughout the country. When Sweden became a member of the European Union in 1995 the State monopoly was questioned. Critics said that Systembolaget was out-of-date and that it had no place in today's society. People claimed that we had to adapt to the rest of Europe, but the Commission of the European Union made no such demand. The debate whether or not to keep Systembolaget is still a burning issue in our country. There are several reasons to keep Systembolaget. First, a state-controlled company for the sale of alcoholic beverages is the best way to keep down the consumption. The Swedish people has always been a drinking one. In the nineteenth century male workers were often given a part of their salary in vodka. There were lots of accidents at the working sites and the production went down. Today we drink only a fraction of what we used to do back then. One explanation is that the sale is controlled nowadays. Another important reason is the taxes, which have led to an augmentation of the price. Systembolaget AB is not trying to increase sales in order to make a better profit. This circumstance distinguishes them from an ordinary company. There is no publicity, there is only neutral information to help the clients to find what they want. Open competition would certainly increase the consumption notably. It is quite obvious that every shopkeeper would try to sell as much as possible in order to earn more money. Second, alcohol is a matter that concerns the entire society and not only the person who is consuming it. As we all know alcohol causes a lot of problems that society has to deal with at some point. Alcohol-related accidents are very common and crimes are often committed under the influence of alcohol. Some people become violent when they drink and innocent persons might get hurt. As a matter of fact, social problems and medical treatments caused by alcohol costs the Swedish people about 80 billions every year. The tax-payers are those who have come up with this huge amount of money. If we can keep down the consumption we can also reduce the social and the medical problems. The tax-payers' money can then be used in other areas instead. Another reason to keep Systembolaget is that it is a well-functioning institution which guarantees both freedom of choice and high quality. Generally, monopoly is not associated with freedom of choice. From this point of view Systembolaget is quite an unusual monopoly. As a matter of fact, the client can choose between 2000 different types of wines, spirits and strong beers. This is not only the case for those who live in a big city, the same thing goes for all those who live in the country. Besides, the staff is well-informed and competent and always ready to answer questions and give suggestions. All products on sale have first been tested in the laboratories in order to check the quality. Therefore the client can always feel secure. An ordinary grocery would never have this possibility. It is important to stress that Systembolaget AB has developed and adapted to modern requirements in order to please the clients and improve the service. The company has for example opened several shops with self-service. Systembolaget is certainly not out-of-date. On the contrary, it is quite obvious that it still has an important role to play in today's society. Open competition seems attractive to some people though. If the State monopoly was abolished you would not have to queue every Friday afternoon and you could get hold of a bottle of whiskey even on a Sunday evening in the grocer's shop around the corner. However, the arguments for a monopoly are much more relevant. It is very important to think in broader terms. Alcohol is not only a matter for the individual citizen, it is a matter for the entire society. Thus it is easy to see why Sweden need a state-controlled company for the sale of alcoholic beverages."
0162.a2,Is television good or bad for children?,"Does children know that everything on the television is not real? Can we blame television for being one of the reasons for the increasing violence in society? Sweden is one of the countries in the world that have a large amount of television programmes that turns directly to children. The programmes are both educational aswell as fictitious. It is a fact that children learns a lot through television. Through their own fantasy, their non-real world and through medias non-real worlds, the children learns how to experiment with different identities and conflicts. They learn how to play with these fantasies in their own game or in real life, nad through their own action they will meet love, encourage, disappointments or other reactions. Of course television is good for children to a certain level and just as long as they have an adult that can give them some sort of guidance through the programmes and at the same time give them explanations to different events. It is not the television that has the responsibility to raise the children. Unfortunally parents of today have no time for ""quality time"" with their children and as a result of that many children end up in front of the TV. There is a lot of talk about whether television should transfer incorrect valuations and inspire to harmful actions. Does children really know how to create their own identity? I think that their own safety and certainty has a determining factor to whom they will identify themselves with. I also think that the social background and differences in knowledge and experiences really does matter when they choose a person they like. Children needs to get impressions from outside when they creating an identity, but I don't think that they should get as many impressions through television as they do. Children didn't have any problems to find their identity when there was no television. I don't think that children knows how to separate fantasy from reality when they are watching TV on their own. At least not when they are at a young age. For them the TV is like a magic window that reduces something that happens in real life. Programmes of today are fast and every now and then there is a commercial break. I think that film and television for children nowadays doesn't have the educational quality that is supposed to provide them with knowledge for a longer time. As a result of the high tempo and all the commercial breaks, they are not able to reflect and attach to all the features. I don't want to say with this that I think that we should stop children from watching TV, but as it is today I think that the focusing on violence has increased even in programmes for children. Film and television shows us too often how to solve problems and conflicts with violence and this, I am sure, has led to why society looks in the way that it does today. Of course we cannot blame all the troubles on media, but I think that a lot of it comes from there. We all live in a very demanding society and nowadays more people wants a career, it is more important, and at the same time we have less time for our children. But if we then want to use media as a ""babysitter"", why don't the media adapt the programmes in a better way. I don't think that it is the people that should adapt themselves to the media, it is rather the reverse. To prevent children from watching non- approved programmes there should be some kind of age limit when it comes to renting videos that has a more violent caracter. What I want to say with this is that this is solely a way to protect our children from getting the wrong impressions of real life. Their knowledge in how to behave should come from parents, relatives and their teachers in the first hand. Television has become too fictitious and should come in the second hand when the children knows how to separate fantasy and reality."
0163.a2,Imprisonment - a bad solution,"Do you think that imprisonment is a just and natural penalty for somebody who has committed a felony? Do you think that imprisonment prevents crime and protects the public? You had better reconsider, because this is not the case. Imprisonment, as punishment in general, is based on certain principles. It should, for example, deter people in general from criminality, as well as ""cure"" criminals, that is, deter them from relapsing. It should also protect society from dangerous convicts. However, my main argument is that imprisonment serves neither of these purposes. I will not discuss the ethical and moral aspects of imprisonment as a punishment, only the practical. To begin with, the deterrent effect of imprisonment is not as good as one could wish for. Of course nobody wants to go to gaol, but still, exemplary punishment does not work satisfactorily, as new crimes are obviously being committed all the time. One reason for this is that someone who commits a felony naturally counts on not being caught. Another reason that can be applied here in Sweden is the remarkably good conditions in the prisons and the fact that most prisoners are released before the stipulated time is at an end. I would say that Swedish prisons are the least deterrent ones in the world. As to ""cure"" individual convicts, imprisonment is no great success either. When finally released, the former prisoner might actually be revengeful and even more disposed to committing crimes than before. Another problem is that young criminals in prison are likely to be influenced by older and more experienced prisoners to be more violent and commit more serious crimes. Being imprisoned, and especially being forced to live under the awfully bad, not to say inhuman, conditions that you can easily find in foreign prisons, might cause you psychological damage. It is not unlikely that a prisoner develops a mental disturbance, which of course is a disadvantage to society as a whole as well as to the affected individual. In combination with, for instance, a desire for revenge, the prisoner might be a threat to the public when he or she is released. Besides, even if the former prisoner is entirely sane, readjusting to normal life can be very difficult. Imprisonment is thus a very destructive punishment. But surely it cannot be denied that imprisonment protects the public from dangerous criminals? Yes, it can, because we are only protected against those who are imprisoned for the moment. Consider for a moment that most of them will eventually be discharged, and add to them all those who commit felonies without being convicted, and the undetected psychopaths that probably exist to some extent in society. Do you feel secure just because there are prisons? No; on the whole they do not make much difference. Yet the existence of prisons creates a feeling of security in people, because they can be sure that they will not be subjected to the particular convicts that are imprisoned for the moment. They also know that the state takes its responsibility by punishing criminal deeds. If people did not have this feeling, however deceitful it is to me, society would face great problems. The question is: would the public feel secure and have trust in the authorities if prisons were abolished? I do not think that they could be completely done away with, but they could to a considerable degree be replaced by other penalties. So far I have not mentioned the economic aspects of this question, something that in most cases is very important. Prisons, and again the Swedish ones especially, are expensive to run. The state has to provide for the prisoners, and perhaps their families too, by granting social allowances, and also pay for the rehabilitation after the release. Imprisonment is thus both ineffective and uneconomical. I wish to see more of constructive and inexpensive penalties, such as community service and probation by an electronic shackle, and more specialised treatment of young convicts. In the long run, society is negatively affected by the existence of prisons."
0165.a2,To preserve a language,"In these times of Anglicisation of languages there are some countries fighting against this development. The best known among these are France and Iceland. In various ways the people of these nations try to protect their languages against the wave of English and anglicised words. I understand the countries defending their languages and I think that what they are doing is right. In this essay I will try to show that they are taking a step in the right direction. People in other countries think that what the French and the Icelanders are overprotective and too conservative; they say that countries should not be against a natural development of one language - in this case English - becoming a world language. But in some countries the opposition to this development creates a very strong nationalism and feeling of togetherness. In the case of Iceland, a country with a very small population (only 275, 000 inhabitants), this nationalism is very important to keep the language alive. In Reykjavík the government has created a committee charged with making new Icelandic words replace foreign ones. France, on the other hand, is not fighting for the existence of its language, but for a top-ranking on the list of world languages. This also creates nationalism; a ""political nationalism"" which in some respects is very extreme in not allowing English words in advertisements and other ""public texts"". Moreover, the television channels must show French films during at least 40 % of their broadcasting time. This may seem very restrictive but I do not think the laws are unusually strict considering the goal: to preserve the language. Even though some of these measures taken can be seen as overprotective and too conservative I believe that they are necessary in order to preserve the languages and to avoid words like the half Swedish half English 'shoppa' and 'printa'. These half foreign words can, however facilitate the learning of a dominant language like English, because then the learner already has an idea of what the word can mean in the new language. But, of course, if being forced to learn both the foreign word and the word from one's own language one gets a broader knowledge of etymology. This phenomenon of ""invented words"" in Icelandic and French can be a help when foreigners learn these languages, because if the learner knows a large number of short common words he is more likely to figure the meaning of longer solid compound words. One example of this in Icelandic is the word for 'copying machine' which is 'ljósritari', meaning 'light drawer'. In French there is the word for 'snow-plough' which is 'chasse-neige' meaning 'snow chaser'. These invented words force serious learners to find out the meaning of three words (ljós, ritari and ljósritari), thus learning three words instead of one. Is it worth while for the countries to struggle? I think there are strong arguments for it. Iceland not only preserves its ancient language, but is also getting attention abroad for the struggling and its success and in this way spreads the message that it is worth the effort if a country really wants to preserve the originality of its language. People in France and the French government's defending against the influx of English - in spite of their perseverance being somewhat more extreme - also gives the wanted result. These two peoples concern about their languages will no doubt bear fruit in the future in passing over feeling of pride to coming generations. One strong argument for trying to preserve one's language is that so much of the national identity is embedded in the language."
0167.a2,Legalisation of narcotics or not?,"The matter of whether to legalise narcotics or not has been lively discussed for many years. Despite that fact, it is still a current subject of importance not to be ignored, especially due to the lately increasing use of narcotics by the teenagers, as a ""weekend-ecstasy"". This is a rather complex topic to discuss, why I have chosen three main subjects to concentrate on: Would the curiosity decrease and lead to less use of narcotics, if the drugs where legalised? Is it up to every single individual to make their own decision whether to use drugs or not - while no one else would have to suffer? The society already has huge costs referring to the use of alcohol, so why would alcohol be legal if narcotics are not? Personally, I find myself to be quite curious. I also want to make my own decisions as an individual. But still I am very determined that the legalisation of narcotics would lead to a terrible and unnecessary decay of the Swedish society. Even if I where curious enough to test narcotics, I do not believe I would be less curious if it was legal. On the contrary I think the legalisation would increase my possibility of trying narcotics, because it would be much easier to get hold of it. It would probably be considerably cheaper to. A legalisation would actually bring the message that ""narcotics can not be that bad - after all, it is accepted"", which would make even more people have a liberal view of narcotics. I am sure that would definitely lead to an increase of the use of it, according to many psychological studies. From another psychological point of view, it seems to be rather important that you, as an individual, feel that you have the possibility to make your own decision how to live your life. I agree, as long as your actions do not have a negative effect on other people. But this is just the point that makes the argument that ""every individual has the right to make their own choice whether to take narcotics or not"" is not a durable argument why narcotics should be legal. People might think that using drugs is really ""up to them"", no one else has to suffer. But that is certainly not true. The whole society suffers of many effects that could easily be referred to drugs. A considerable part of the criminality and health-care-costs and the costs of treating the lately escalating number of adolescent people who need psychological help due to the use of the rather new, and among youths very popular drug, ecstasy are just a few examples of the negative effects. The worst effect of how the use of narcotics effects people in the user's surrounding is the social one, I think. My best friend's brother has been using narcotics of different kind since he was about 13 (he is 36 today). He will never become a mature, responsible adult, even if he would succeed in getting rid of his addiction to drugs (one of the effects of hashish is that it stops the psychological development if used during the adolescent). His use of drugs has effected his whole family's life in many tragic ways, and it still does. Unluckily, the argument that every single person must have the possibility to make their own choice, advocating for legalisation of narcotics, is often considered to be one of the most attractive to the youths during their process to become free and independent individuals. One of the common replies to such an argument as I have mentioned above, is that alcohol also is one of the main reasons to this kind of problems. ""So, if alcohol is legal, why should not narcotics be"", the advocates of the legalisation of narcotics would say. But, making one terrible mistake does not entitle us to make another one. It is true that we do already have a lot of trouble in our society due to alcohol, which is sad enough. But I do not believe in making alcohol illegal, though, because the use of it has such deep traditional roots in our history and I think this tradition with, for example, the ceremony to drink a toast to someone on a special occasion, would therefore be extremely difficult to change. Another point is that the decomposition of alcohol is much faster than that of marijuana for instance. Marijuana may remain in the body up to about 30 days. That would make it impossible to most people to actually use narcotics even in the weekends, if they are not going to be intoxicated during their time at work. If you drink alcohol in a Saturday evening, you can be pretty sure to be free from it in the Monday morning. But if you smoke a joint of marijuana, you will never know if you are going to have ""flashbacks"" any time in the following 30 days or not. I do not think that even advocates for the legalisation of narcotics would like to be operated by a doctor intoxicated by marijuana, ecstasy or any other drug. As I mentioned above, the whole society suffers already in many different ways due to drugs of different kinds. Legalisation of narcotics would make that suffering even worse, because it would increase the use of narcotics. It is also certainly not true that the drug-users do not effect any other people. The argument that narcotics ought to be legal because alcohol is legal can not be taken as a durable argument either. If we wish a society where most people are given the possibility to grow up in harmony and become empathetic and responsible adults who cares about other people, we have to make sure that narcotics will never be legalised here in Sweden."
